,name,times,country,raiting,link_name,text_all
99,Andy,14 окт. 2020 г.,,4 звезды: Отлично,I think is best fast-food restaurant,
100,Charlie Parkes,13 окт. 2020 г.,,1 звезда: Плохо,"Weston Favell, Northampton",Service and a trash! It’s slow and inefficient. Absolute joke of a branch with either lanes closing down all the time or rude and incompetent staff. The Riverside branch down the road is 10 times better
101,Raquel romero,12 окт. 2020 г.,,1 звезда: Плохо,Hoy he estado en dicho restaurante…,Hoy he estado en dicho restaurante situado en armentia hemos ido tres personas que por cierto convivimos juntas no entiendo porque nos han hecho entrar de una en una a la máquina a pedir la cena entre ellas una menor ha tenido entrar ella sola la cena es la para llevar pero las demás gente que venía detrás nuestro no han tenido ningún problema para entrar y luego para rematarlo la camarera que nos estaba atendiendo que de camarera deja mucho que desear me ha llamado la atención por apoyarme en el sitio destinado a la que tú esperes a que te den la cena según ella no tiene que limpiar pues si no le gusta limpiar que cambie de trabajo de la comida no tengo queja el servicio que sale a recibirte muchas porque mientras esto no cambie no creo que me vean a mí por allí
102,Gabriel Tejedor Conde,10 окт. 2020 г.,,1 звезда: Плохо,Ni idea de la orden de sanidad de la junta de castilla y leon,Mcdonalds de palencia escaneo ticket para la oferta del 2 x 1 en mcflurry. Se queda bloqueado y no m da la oferta vuelvo a intwntarlo y codigo no valido del ticket. Son las 22.40 y no m ponen un helado cuando la orden de la junta te lo permite puesto que llevo en el restaurante antes de las 22 00 horas
103,Luis Carlos Rodrigues Quaresma,10 окт. 2020 г.,,1 звезда: Плохо,Fui no mec Donald da Serra de Bragança…,Fui no mec Donald da Serra de Bragança com a serra da Juréia fiquei 20 minutos em pé esperando o caixa me atender as pessoas chegavam depois de mim era atendida primeiro não sei porque pois eu era o mais velho da fila estava primeiro do que elas quando chegou minha vez a operadora do caixa foi empacotar os lanches da cliente eu pensei eu trabalhando e acontece isso não estou pedindo nada de graça estou pagando fui embora desisti falta de profissionais na profissão fui honesto nas minhas palavras! Obrigado por deixa eu falar para que isso mude porque os lanches são muitos bons e gostoso!
104,Bob Bobby,10 окт. 2020 г.,,4 звезды: Отлично,This place is solid,"Like that one person who said they like the McChicken, I too enjoy the McChicken. I've also grown up eating here so it has that nostalgia factor going for me. The staff can be great, other times they're not as friendly but overall they're decent."
105,Lena,7 окт. 2020 г.,,4 звезды: Отлично,I like McChicken burgers,"I like McChicken burgers, so delicious"
106,Jason Ratnagar,7 окт. 2020 г.,,4 звезды: Отлично,In recent memory I have only had one…,"In recent memory I have only had one truly bad experience with a McDonald's.
I consider that to be remarkable considering how vast this organization is.
I overall impressed of how they operate."
107,Bijan SD,7 окт. 2020 г.,,1 звезда: Плохо,McCancer,McCancer is a better title for this junk food company.
108,Code Poet,7 окт. 2020 г.,,1 звезда: Плохо,Atienden sin medidas de salud,En el McDonalds de Acapulco que esta frente a la gran plaza atienden sin cubrebocas. Mi ticket por si sirve es 372476
109,Clachyman,4 окт. 2020 г.,,1 звезда: Плохо,Cumbernauld McDonalds,Went into the McDonalds in Cumbernauld near Asda. Ordered triple cheeseburgers and got double cheeseburgers and never got fries I ordered and paid for. Wasn’t worth the journey back to return them. Very disappointed. Won’t go back ever again.
110,alancrac cervera,Обновлено 3 окт. 2020 г.,,1 звезда: Плохо,Muy Mal No Saben Distinguir Menus,muy Mal No Saben Distinguir MunuS Título ma Claro Inposible Fui Comer Maldonals Pedí 2Hamburgesas Cocacolas Nages Me Dieron Otro Menu
111,Amanda,1 окт. 2020 г.,,5 звезд: Замечательно,THE BEST FRIES AND BURGERS,COME CHECK OUT THE BEST FRIES IN TOWN!!!
112,AJ Cruz,29 сент. 2020 г.,,4 звезды: Отлично,Chicken and fries!,Love the chicken and also the fries!
113,Ben Williams,28 сент. 2020 г.,,5 звезд: Замечательно,I love the new travis Scott burger,"I love the new travis Scott burger, it was great!"
114,Mike Thomson,28 сент. 2020 г.,,5 звезд: Замечательно,I like the food,I like the food! :D
115,Michalis Michaelides,28 сент. 2020 г.,,1 звезда: Плохо,strood branch…,I went yesterday to strood branch medway and the customer service was disgusting. No manners they were completely unsuitable for serving customers and I let management be aware of this branch. I left and I had an amazing fresh Chinese food instead. Good that I did not put an order.
116,Maria,25 сент. 2020 г.,,1 звезда: Плохо,Decepcionante,"Decepcionante, éramos clientes habituales pero nos pusieron una hamburguesa de menos habiendo pagado el total pero hasta que no llegamos a casa no lo vimos ya que fuimos con el coche.. las patatas de bacon y queso estaba malas y la dejamos enteras!! Dejaremos de ir y de pedir!"
117,Ken Hoefle,Обновлено 24 сент. 2020 г.,,1 звезда: Плохо,McDonald's on Tyvola road in Charlotte…,McDonald's on Tyvola road in Charlotte NC.. Sucks we order 2 10 piece nuggets we get to the first window to pay and the young guy working was sitting down on something. You could barely see from his shoulders up. Well he repeated our order and they had put spicey nuggets on the order. We told him that was wrong so he was fixing the order. The sitting down fellow ask us how we was doing. We replied GOOD. I returned the question HE SAID CHILLIN. It so looked like that to all kicked back relaxing. We make it get out food. The guy hands us our First bag. Just crams it out the window then here comes the second bag. Before we drive off we check the bags. Sure enough there's those Spicey Nuggets. It took me several minutes to get his attention again. Windows open His back to us. He finally turns around. I tell him and he just looks at us like we was stupid. Was not nice about anything. Told us to pull up and walk in. I went thru the drive thru so I didn't have to walk in and here I am walking in. The ladies inside wasn't anymore polite then the guy at the window. They all had attitude at us because they screwed my order up. They whole place had a thug gang type feeling to it. Even the manager was rude. SO NO I'M NOT SATISFIED WITH MY LAST VIST TO MCDONALDS IN CHARLOTTE NC. THIS OCCURED LAST NIGHT. 9/23/2020. Step your game up McDonald's or you will lose me and more people.
118,John,23 сент. 2020 г.,,4 звезды: Отлично,I just love McDonald's,I just love McDonald's. I know it's bad for me but I just absolutely love it. Just wanna dip nuggets into BBQ sauce and drink a large Cola. A m a z i n g.
119,DAHANA PAOLA CABRERA CERVANTES,21 сент. 2020 г.,,3 звезды: Средне,Me gusta la comida es buena y adoro sus…,Me gusta la comida es buena y adoro sus malteadas.
120,alberto loto,20 сент. 2020 г.,,4 звезды: Отлично,Para cuando el servicio a domicilio?Burger king ya lo tiene!!,"Buena comida,buenos precios y muuuucho mejor que sus competencias,almenos en barcelona.Lo único que os pediria es que metais YAAAA el servicio a domicilio por el amor de dios que el burger king ya lo tiene y en cuanto lo pongais vosotros os lo llevais de calle porque madre mia la comida que tienen los otros...jesús."
121,xx_magnumshlong_xx,17 сент. 2020 г.,,1 звезда: Плохо,not good,not good it big suck i couldnt afford fortnite travis scott buger mealwith extra epic sauce and they told me to leave cux iwas scaring the children
122,Javier Gascon,15 сент. 2020 г.,,1 звезда: Плохо,He hecho un pedido a Macdonalds,"He hecho un pedido a Macdonalds a domicilio a través de Just Eat por primera vez.
Me ha llegado solo la bebida.
Cuando me he dado cuenta y después de un buen rato, por teléfono me ofrecen devolverme el importe de lo no entregado (14€ de los 20,30€ totales del pedido).
Les he dicho que un vaso de cocacola zero y uno de aquarius no eran mi pedido y después de un buen rato esperando me dicen que me devuelven el importe total del pedido y un bono de 5€ a canjear en una futura compra a domicilio superior a 15€.
¿Hay que regatear con estas plataformas y estas grandes empresas para que entreguen lo pagado y cobrado por ellas inmediatamente?"
123,Jason Shultz,15 сент. 2020 г.,,1 звезда: Плохо,Had a horrible experience at your…,Had a horrible experience at your McDonald's on Niagara Street in Buffalo. Every single food item in the bag was incorrect. This is very unacceptable they need to get their stuff together there.
124,Miles Davis,10 сент. 2020 г.,,5 звезд: Замечательно,Kids love it,"Kids love it, we go at least once a month."
125,Fragrance House and More,10 сент. 2020 г.,,2 звезды: Ниже среднего,Just never sits well with my stomach,Just never sits well with my stomach. I think all the foods are so processed that they cannot be digested properly
126,Addie,9 сент. 2020 г.,,5 звезд: Замечательно,Remarkable Birthday at McDonald!,I arranged my birthday party at McDonald last week. That was an awesome experience. Thank you for the good service that you provided us. My family was really happy and satisfied. The taste was good as always. Fantastic meals!
